,filepath,label,text,sentiment
1991,data/MELD.Raw/train_audio/dia207_utt16.mp3,neutral,"Well, I was having a conversation.",neutral
1992,data/MELD.Raw/train_audio/dia207_utt17.mp3,anger,"Yeah but, Mischa is so interested in you, that Sergei and I havent been able to say two words to each other.",negative
1993,data/MELD.Raw/train_audio/dia207_utt18.mp3,anger,What do you want me to do? Just sit here silently while you three have a conversation?,negative
1994,data/MELD.Raw/train_audio/dia207_utt19.mp3,neutral,That would be great. Thank you.,neutral
1995,data/MELD.Raw/train_audio/dia208_utt0.mp3,disgust,so we finally get to the top of the mountain and airhead here  forgets the camera!,negative
1996,data/MELD.Raw/train_audio/dia208_utt1.mp3,neutral,"Oh, y'know the same thing happened to me one time.",neutral
1997,data/MELD.Raw/train_audio/dia208_utt2.mp3,surprise,When did that happen to you?!,negative
1998,data/MELD.Raw/train_audio/dia208_utt3.mp3,neutral,Don't you remember when we were jogging in the park and we saw that really pretty bird and wanted to take a pictureI didn't have my camera!,neutral
1999,data/MELD.Raw/train_audio/dia208_utt4.mp3,disgust,"Oh yeah. First off all, chasing the Churo guy isn't jogging.",negative
2000,data/MELD.Raw/train_audio/dia208_utt5.mp3,joy,"Oh, this is so good  you have got to try it.",positive
2001,data/MELD.Raw/train_audio/dia208_utt6.mp3,anger,"Oh, damn! I got it on my pants.",negative
2002,data/MELD.Raw/train_audio/dia208_utt7.mp3,neutral,"Here, I'll get it.",neutral
2003,data/MELD.Raw/train_audio/dia208_utt8.mp3,neutral,We'd better take these pants off upstairs or that stain's gonna set.,neutral
2004,data/MELD.Raw/train_audio/dia208_utt9.mp3,joy,Yep.  I'm gonna wear these on our date tonight.,positive
2005,data/MELD.Raw/train_audio/dia208_utt10.mp3,surprise,"Oh, great!",positive
2006,data/MELD.Raw/train_audio/dia208_utt11.mp3,joy,"Okay, bye!  Oh my God!!",positive
2007,data/MELD.Raw/train_audio/dia208_utt12.mp3,surprise,That was unbelievable!,negative
2008,data/MELD.Raw/train_audio/dia208_utt14.mp3,sadness,"Yeah, wow, sorry Rach.",negative
2009,data/MELD.Raw/train_audio/dia208_utt15.mp3,surprise,I don't believe they're brother and sister.,negative
2010,data/MELD.Raw/train_audio/dia208_utt16.mp3,surprise,They're brother and sister!!!,negative
2011,data/MELD.Raw/train_audio/dia209_utt0.mp3,neutral,Action!,neutral
2012,data/MELD.Raw/train_audio/dia210_utt0.mp3,anger,I found the picture!,negative
2013,data/MELD.Raw/train_audio/dia210_utt1.mp3,surprise,What picture?!,negative
2014,data/MELD.Raw/train_audio/dia210_utt2.mp3,anger,The picture of my wife! In your pack!,negative
2015,data/MELD.Raw/train_audio/dia210_utt3.mp3,anger,You went through my personal property?,negative
2016,data/MELD.Raw/train_audio/dia210_utt4.mp3,anger,Why do have a picture of Paulette in your pack?!,negative
2017,data/MELD.Raw/train_audio/dia210_utt5.mp3,anger,"Because Vincent, we were lovers.  For two years!",negative
2018,data/MELD.Raw/train_audio/dia210_utt6.mp3,joy,Cut! Wonderful!,positive
2019,data/MELD.Raw/train_audio/dia210_utt7.mp3,joy,Great scene yeah?,positive
2020,data/MELD.Raw/train_audio/dia210_utt8.mp3,joy,"Oh youre awesome! And, in that last speech? You soaked me.",positive
2021,data/MELD.Raw/train_audio/dia210_utt9.mp3,neutral,Heres your call sheet for tomorrow.,neutral
2022,data/MELD.Raw/train_audio/dia210_utt10.mp3,neutral,I know.,neutral
2023,data/MELD.Raw/train_audio/dia211_utt0.mp3,joy,"So Chandler, your parents mustve been thrilled when you told them you were engaged.",positive
2024,data/MELD.Raw/train_audio/dia211_utt1.mp3,neutral,"Oh yeah, I should probably call them.",neutral
2025,data/MELD.Raw/train_audio/dia211_utt2.mp3,joy,I remember when we first got engaged.,positive
2026,data/MELD.Raw/train_audio/dia211_utt3.mp3,neutral,"Oh, I dont think I ever heard that story.",neutral
2027,data/MELD.Raw/train_audio/dia211_utt5.mp3,joy,"Well, Id gotten Judy pregnant. I still dont know how that happened.",positive
2028,data/MELD.Raw/train_audio/dia211_utt6.mp3,disgust,You dont know how that happened?! Your dog thought my diaphragm was a chew toy!,negative
2029,data/MELD.Raw/train_audio/dia211_utt7.mp3,neutral,What a sweet story.,neutral
2030,data/MELD.Raw/train_audio/dia211_utt8.mp3,disgust,"Well, at least youre not hearing it for the first time at your fifth grade Halloween party.",negative
2031,data/MELD.Raw/train_audio/dia211_utt9.mp3,surprise,What?! They wanted a scary story!,positive
2032,data/MELD.Raw/train_audio/dia211_utt10.mp3,joy,"Anyway, were really excited about our wedding plans, and well I guess pretty soon well be making a big withdrawal from the Monica wedding fund.",positive
2033,data/MELD.Raw/train_audio/dia211_utt11.mp3,surprise,What?,negative
2034,data/MELD.Raw/train_audio/dia211_utt12.mp3,fear,"You tell her Jack, I cant do it.",negative
2035,data/MELD.Raw/train_audio/dia211_utt13.mp3,surprise,What happened? You still have the Monica wedding fund dont you?,negative
2036,data/MELD.Raw/train_audio/dia211_utt14.mp3,neutral,"We have it. Only now, we call it the beach house.",neutral
2037,data/MELD.Raw/train_audio/dia212_utt0.mp3,neutral,"After applying the Waxine and linen strips to leg number one,",neutral
2038,data/MELD.Raw/train_audio/dia212_utt1.mp3,joy,Did that!,positive
2039,data/MELD.Raw/train_audio/dia212_utt2.mp3,neutral,Grasp one of the linen strips by its easy grab tab and pull it off in one quick pain free motion.,neutral
2040,data/MELD.Raw/train_audio/dia212_utt3.mp3,surprise,Okay.  Ow!!!!! Ow-oh-oh!,negative
2041,data/MELD.Raw/train_audio/dia212_utt4.mp3,surprise,Was it not pain-free?,negative
2042,data/MELD.Raw/train_audio/dia212_utt5.mp3,disgust,"No. It was painful. Oh my God , they should call it Pain-zine, now with a little wax.",negative
2043,data/MELD.Raw/train_audio/dia212_utt6.mp3,neutral,"Huh, well, the girls in the satin nighties on the commercial dont seem to think its that bad.",neutral
2044,data/MELD.Raw/train_audio/dia212_utt7.mp3,anger,Thats because their nerves are probably deadened from being so stupid.,negative
2045,data/MELD.Raw/train_audio/dia212_utt8.mp3,neutral,"But hey, y'know if you dont believe me, please, by my guest.",neutral
2046,data/MELD.Raw/train_audio/dia212_utt9.mp3,surprise,Ow-ow-ow-ow! Oh my God!!!,negative
2047,data/MELD.Raw/train_audio/dia213_utt0.mp3,neutral,"Now umm, remember Im still learning.",neutral
2048,data/MELD.Raw/train_audio/dia213_utt1.mp3,neutral,"One, two, three, four!",neutral
2049,data/MELD.Raw/train_audio/dia213_utt2.mp3,joy,You know the song! Sing along!,positive
2050,data/MELD.Raw/train_audio/dia213_utt3.mp3,neutral,So?,neutral
2051,data/MELD.Raw/train_audio/dia213_utt4.mp3,sadness,No!,negative
2052,data/MELD.Raw/train_audio/dia214_utt0.mp3,surprise,Oh my God! Thats David!,positive
2053,data/MELD.Raw/train_audio/dia214_utt1.mp3,neutral,David who?,neutral
2054,data/MELD.Raw/train_audio/dia214_utt2.mp3,sadness,"David the scientist guy, David that I was in love with, David who went to Russia and broke my heart David!",negative
2055,data/MELD.Raw/train_audio/dia214_utt3.mp3,surprise,Oh my God!,positive
2056,data/MELD.Raw/train_audio/dia214_utt4.mp3,neutral,"Oh, you say someones name enough, they turn around.",neutral
2057,data/MELD.Raw/train_audio/dia214_utt5.mp3,surprise,Phoebe?,positive
2058,data/MELD.Raw/train_audio/dia214_utt6.mp3,surprise,David!  What-what are you doing here? Arent you supposed to be in Russia?,positive
2059,data/MELD.Raw/train_audio/dia214_utt7.mp3,neutral,"Yeah, Im just, Im just in town for a conference. Umm,",neutral
2060,data/MELD.Raw/train_audio/dia214_utt8.mp3,joy,Well Yeah. You look great too. Did you get a haircut?,positive
2061,data/MELD.Raw/train_audio/dia214_utt9.mp3,neutral,Yeah. Well I-I got like thirty of them.,neutral
2062,data/MELD.Raw/train_audio/dia214_utt10.mp3,neutral,Yeah.,neutral
2063,data/MELD.Raw/train_audio/dia215_utt0.mp3,joy,Yes! Santa's coming!,positive
2064,data/MELD.Raw/train_audio/dia216_utt0.mp3,sadness,"Hey, uh, Im really, really sorry about what happened in the cafeteria today.",negative
2065,data/MELD.Raw/train_audio/dia216_utt1.mp3,neutral,"Its no big deal. Hey, yknow, you do what you gotta do. Right?",neutral
2066,data/MELD.Raw/train_audio/dia216_utt2.mp3,neutral,"But hey, its not just me, I mean the scientists and the tour guides",neutral
2067,data/MELD.Raw/train_audio/dia217_utt0.mp3,neutral,Whatever.,neutral
2068,data/MELD.Raw/train_audio/dia218_utt1.mp3,neutral,"Okay, Mon, back me up here.",neutral
2069,data/MELD.Raw/train_audio/dia218_utt2.mp3,neutral,"Where you work the uh, waiters eat with the waiters, right?",neutral
2070,data/MELD.Raw/train_audio/dia218_utt3.mp3,neutral,"And the chefs eat with the other chefs, right?",neutral
2071,data/MELD.Raw/train_audio/dia218_utt4.mp3,sadness,I eat by myself in the alley because everybody hates me.,negative
2072,data/MELD.Raw/train_audio/dia218_utt5.mp3,neutral,"Look, Ross, really its-its no big deal.",neutral
2073,data/MELD.Raw/train_audio/dia218_utt6.mp3,sadness,"Yknow you wear a white coat, I wear a blue blazer, if that means we cant be friends at work, then so be it.",negative
2074,data/MELD.Raw/train_audio/dia218_utt7.mp3,neutral,"Yknow, hey I understand.",neutral
2075,data/MELD.Raw/train_audio/dia218_utt8.mp3,neutral,Yknow?,neutral
2076,data/MELD.Raw/train_audio/dia218_utt9.mp3,neutral,"Hey, when Im in a play and youre in the audience, I dont talk to you, right?",neutral
2077,data/MELD.Raw/train_audio/dia218_utt10.mp3,neutral,"So its yknow, its uh, its cool.",neutral
2078,data/MELD.Raw/train_audio/dia218_utt11.mp3,neutral,Ill see you tomorrow.,neutral
2079,data/MELD.Raw/train_audio/dia218_utt12.mp3,neutral,"Yeah, when were in the audience he doesnt talk to us, but he does wave.",neutral
2080,data/MELD.Raw/train_audio/dia219_utt0.mp3,joy,You did look like an idiot.,positive
2081,data/MELD.Raw/train_audio/dia219_utt1.mp3,neutral,"Hey, I wasn't the only one who looked like an idiot.",neutral
2082,data/MELD.Raw/train_audio/dia219_utt2.mp3,neutral,All right?,neutral
2083,data/MELD.Raw/train_audio/dia219_utt3.mp3,joy,"Remember when Ross tried to say, ""Butternut squash?""",positive
2084,data/MELD.Raw/train_audio/dia219_utt4.mp3,joy,"And it came out, ""Squatternut buash?""",positive
2085,data/MELD.Raw/train_audio/dia219_utt5.mp3,neutral,Yeah that's the same.,neutral
2086,data/MELD.Raw/train_audio/dia219_utt6.mp3,sadness,That's it. That's my worse Thanksgiving.,negative
2087,data/MELD.Raw/train_audio/dia219_utt7.mp3,neutral,Oh wait! That can't be the one Rachel's talking about. She didn't even know that happened. So which one was it?,neutral
2088,data/MELD.Raw/train_audio/dia219_utt8.mp3,sadness,"Umm, I-I really don't want to tell this story.",negative
2089,data/MELD.Raw/train_audio/dia219_utt9.mp3,neutral,"Oh, come on Monica, reliving past pain and getting depressed is what Thanksgiving is all about.",neutral
2090,data/MELD.Raw/train_audio/dia219_utt10.mp3,sadness,"Y'know, for me anyway.",negative
2091,data/MELD.Raw/train_audio/dia219_utt11.mp3,sadness,"And of course, the Indians.",negative
2092,data/MELD.Raw/train_audio/dia219_utt12.mp3,anger,"Look umm, of all people, you do not want me to tell this story!",negative
2093,data/MELD.Raw/train_audio/dia220_utt0.mp3,neutral,"Hi, guys.",neutral
2094,data/MELD.Raw/train_audio/dia220_utt1.mp3,joy,Hi! Phoebe.,positive
2095,data/MELD.Raw/train_audio/dia220_utt2.mp3,neutral,Hi Phoebe.,neutral
2096,data/MELD.Raw/train_audio/dia220_utt3.mp3,sadness,"I-I wanted to apologise if Iyknow seemed a tad edgy yesterday at my shower. Yknow its just the hormones, yknow.",negative
2097,data/MELD.Raw/train_audio/dia220_utt4.mp3,neutral,No we,neutral
2098,data/MELD.Raw/train_audio/dia220_utt5.mp3,neutral,Hormones.,neutral
2099,data/MELD.Raw/train_audio/dia220_utt6.mp3,neutral,"hormones, yeah.",neutral
2100,data/MELD.Raw/train_audio/dia221_utt0.mp3,neutral,Your parents?,neutral
2101,data/MELD.Raw/train_audio/dia221_utt1.mp3,neutral,"Yeah, theyre out of town.",neutral
2102,data/MELD.Raw/train_audio/dia221_utt2.mp3,surprise,Ohh.,positive
2103,data/MELD.Raw/train_audio/dia221_utt3.mp3,neutral,"Yeah-yeah, its this",neutral
2104,data/MELD.Raw/train_audio/dia221_utt4.mp3,neutral,Yeah that works.,neutral
2105,data/MELD.Raw/train_audio/dia221_utt5.mp3,fear,They-they-they can smell fear.,negative
2106,data/MELD.Raw/train_audio/dia222_utt0.mp3,joy,Bing! Ho! And the Bing-ette!,positive
2107,data/MELD.Raw/train_audio/dia222_utt1.mp3,neutral,"Honey, you remember my boss Doug right?",neutral
2108,data/MELD.Raw/train_audio/dia222_utt2.mp3,neutral,"Yes, hi.",neutral
2109,data/MELD.Raw/train_audio/dia222_utt3.mp3,joy,"Hi. So good news, the divorce is final. I signed the papers this A.M.",positive
2110,data/MELD.Raw/train_audio/dia222_utt4.mp3,sadness,"I didnt know you and Carol were getting divorced, Im sorry.",negative
2111,data/MELD.Raw/train_audio/dia222_utt5.mp3,joy,"Sorry? Finally chewed my leg out of that bear trap. Hey, congratulations to you guys though!",positive
2112,data/MELD.Raw/train_audio/dia222_utt6.mp3,neutral,No leg-chewing for us sir.,neutral
2113,data/MELD.Raw/train_audio/dia222_utt7.mp3,neutral,"Oh well, give it time.",neutral
2114,data/MELD.Raw/train_audio/dia222_utt8.mp3,joy,"So the divorce, the marriage, weve got a lot to celebrate.",positive
2115,data/MELD.Raw/train_audio/dia222_utt9.mp3,neutral,How about we all go out to dinner tomorrow night?,neutral
2116,data/MELD.Raw/train_audio/dia222_utt11.mp3,joy,"Tomorrow night it is then, I should be out of court by six.",positive
2117,data/MELD.Raw/train_audio/dia222_utt12.mp3,joy,They keep throwing these sexual harassment cases at me and I keep knocking them out of the park!,positive
2118,data/MELD.Raw/train_audio/dia222_utt13.mp3,joy,"Okay, Ill see you tomorrow!",positive
2119,data/MELD.Raw/train_audio/dia222_utt14.mp3,neutral,"Just so you know, were not seeing him tomorrow.",neutral
2120,data/MELD.Raw/train_audio/dia222_utt15.mp3,disgust,I-I cannot spend another evening with that man.,negative
2121,data/MELD.Raw/train_audio/dia222_utt16.mp3,disgust,Do you remember how he behaved at our wedding?,negative
2122,data/MELD.Raw/train_audio/dia222_utt17.mp3,neutral,No.,neutral
2123,data/MELD.Raw/train_audio/dia222_utt18.mp3,disgust,Thats because he wasnt invited because of the way he behaved at our engagement party.,negative
2124,data/MELD.Raw/train_audio/dia222_utt19.mp3,disgust,"Oh yeah. Boy, urine cuts",negative
2125,data/MELD.Raw/train_audio/dia223_utt0.mp3,neutral,"Now maybe you just like wanna but the whole duck in there! Who cares, y'know? Now I got the legs",neutral
2126,data/MELD.Raw/train_audio/dia223_utt1.mp3,neutral,"How many times have I told you guys, you",neutral
2127,data/MELD.Raw/train_audio/dia223_utt2.mp3,neutral,Hi Chandler.,neutral
2128,data/MELD.Raw/train_audio/dia223_utt3.mp3,neutral,Hey!,neutral
2129,data/MELD.Raw/train_audio/dia223_utt4.mp3,neutral,"Uh, listen, I need that broiling pan that Joey borrowed the other day.",neutral
2130,data/MELD.Raw/train_audio/dia223_utt5.mp3,sadness,"Oh that was yours? Uh, yeah, we used it when the duck was throwing up caterpillars.",negative
2131,data/MELD.Raw/train_audio/dia223_utt6.mp3,neutral,William Sonoma,neutral
2132,data/MELD.Raw/train_audio/dia223_utt7.mp3,neutral,Expect it in 4-6 weeks.,neutral
2133,data/MELD.Raw/train_audio/dia223_utt8.mp3,neutral,"Umm, hey, umm, Joey's gonna be at the telethon for the rest of the day, we have the whole place to ourselves.",neutral
2134,data/MELD.Raw/train_audio/dia223_utt9.mp3,neutral,"Yeah, so?",neutral
2135,data/MELD.Raw/train_audio/dia223_utt10.mp3,neutral,"Well I just, thought maybe you'd wanna book some time with the best you'd ever had.",neutral
2136,data/MELD.Raw/train_audio/dia223_utt11.mp3,neutral,"Y'know what, champ? I think I'll pass.",neutral
2137,data/MELD.Raw/train_audio/dia223_utt12.mp3,surprise,Why?,positive
2138,data/MELD.Raw/train_audio/dia223_utt13.mp3,neutral,Why?,neutral
2139,data/MELD.Raw/train_audio/dia223_utt14.mp3,neutral,What's your point?,neutral
2140,data/MELD.Raw/train_audio/dia224_utt0.mp3,neutral,"So uh, whats your name?",neutral
2141,data/MELD.Raw/train_audio/dia224_utt1.mp3,neutral,It's Jake.,neutral
2142,data/MELD.Raw/train_audio/dia224_utt2.mp3,neutral,"Joey.  Hey Jake, do you like the Knicks?",neutral
2143,data/MELD.Raw/train_audio/dia224_utt3.mp3,neutral,"Yeah, big fan.",neutral
2144,data/MELD.Raw/train_audio/dia224_utt4.mp3,joy,"Me too! Theres a game on Tuesday, do you wanna go?",positive
2145,data/MELD.Raw/train_audio/dia224_utt5.mp3,joy,Yeah that would be great! Let me make sure Im not doing anything Tuesday.,positive
2146,data/MELD.Raw/train_audio/dia225_utt0.mp3,disgust,Ugh.  Ross!,negative
2147,data/MELD.Raw/train_audio/dia225_utt1.mp3,neutral,Hi! Sorry Im late. Were you sleeping?,neutral
2148,data/MELD.Raw/train_audio/dia225_utt2.mp3,joy,"Ahh, nooo!!",positive
2149,data/MELD.Raw/train_audio/dia225_utt3.mp3,joy,"Oh, great!",positive
2150,data/MELD.Raw/train_audio/dia225_utt4.mp3,neutral,"Listen, oh I had to get you a whole new battery.",neutral
2151,data/MELD.Raw/train_audio/dia225_utt5.mp3,neutral,"I got you the best one I could, cause thats not where you want to skimp.",neutral
2152,data/MELD.Raw/train_audio/dia225_utt6.mp3,joy,"Youre a genius, Ross.",positive
2153,data/MELD.Raw/train_audio/dia225_utt7.mp3,neutral,"Yeah, well it came to about $112, but what the hell, just call it an even 110?",neutral
2154,data/MELD.Raw/train_audio/dia225_utt8.mp3,neutral,"Okay, Ill pay you tomorrow.",neutral
2155,data/MELD.Raw/train_audio/dia225_utt9.mp3,sadness,"So they ah, they all took off, it was pretty hard watching them go, y'know?",negative
2156,data/MELD.Raw/train_audio/dia225_utt10.mp3,neutral,"Yeah, okay, bye.",neutral
2157,data/MELD.Raw/train_audio/dia225_utt11.mp3,neutral,So Im gonna take off then!,neutral
2158,data/MELD.Raw/train_audio/dia226_utt0.mp3,surprise,"Hey! Oh right, tonight was your party.",positive
2159,data/MELD.Raw/train_audio/dia226_utt1.mp3,joy,"Oh wow, you look great! Glad you could make it.",positive
2160,data/MELD.Raw/train_audio/dia226_utt2.mp3,neutral,"Oh well, y'know, the gala had to end sometime.",neutral
2161,data/MELD.Raw/train_audio/dia226_utt3.mp3,neutral,"Don't go anywhere, I'll be right back.",neutral
2162,data/MELD.Raw/train_audio/dia226_utt4.mp3,neutral,"Yeah, sure.  All right, whose court is the ball in now?",neutral
2163,data/MELD.Raw/train_audio/dia226_utt5.mp3,neutral,I thought there wasn't a ball?,neutral
2164,data/MELD.Raw/train_audio/dia226_utt6.mp3,neutral,"Oh, come on! He's glad that I came, he doesn't want me to go anywhere, balls flying all over the place!",neutral
2165,data/MELD.Raw/train_audio/dia226_utt7.mp3,neutral,"Rachel, this is my friend Tom.",neutral
2166,data/MELD.Raw/train_audio/dia226_utt8.mp3,surprise,"Oh, go on! You telling people about me?",positive
2167,data/MELD.Raw/train_audio/dia226_utt9.mp3,joy,You two could really hit it off! I'm gonna go mingle.,positive
2168,data/MELD.Raw/train_audio/dia226_utt10.mp3,neutral,So you work at,neutral
2169,data/MELD.Raw/train_audio/dia226_utt11.mp3,neutral,"Yeah, okay, at ease solider!",neutral
2170,data/MELD.Raw/train_audio/dia226_utt12.mp3,surprise,I'm sorry?,negative
2171,data/MELD.Raw/train_audio/dia226_utt13.mp3,neutral,"No, it's all right, you can just drop the act Tommy.",neutral
2172,data/MELD.Raw/train_audio/dia226_utt17.mp3,sadness,"I'm gonna go talk to uh, a friend.",negative
2173,data/MELD.Raw/train_audio/dia226_utt18.mp3,disgust,"Yeah, yeah, you go talk to your friend. You tell him, ""Nice try.""",negative
2174,data/MELD.Raw/train_audio/dia226_utt19.mp3,joy,Man! He just keeps lobbing them up and I just keep knocking them right out of the park!,positive
2175,data/MELD.Raw/train_audio/dia226_utt20.mp3,neutral,I think I need a drink.,neutral
2176,data/MELD.Raw/train_audio/dia226_utt21.mp3,joy,Yeah!,positive
2177,data/MELD.Raw/train_audio/dia227_utt0.mp3,neutral,"Hey, Pheebs?",neutral
2178,data/MELD.Raw/train_audio/dia228_utt0.mp3,anger,"No, I can't talk to you! I don't have a fancy ad in the Yellow Pages!",negative
2179,data/MELD.Raw/train_audio/dia228_utt1.mp3,sadness,"Look, Pheebs, I just, I wanna apologize for, for saying that your method was stupid and-and maybe ask you to be my teacher again.",negative
2180,data/MELD.Raw/train_audio/dia228_utt2.mp3,neutral,"And-and I promise, I won't touch a guitar until you say I'm ready.",neutral
2181,data/MELD.Raw/train_audio/dia228_utt3.mp3,surprise,You really think I'm ready?,positive
2182,data/MELD.Raw/train_audio/dia228_utt4.mp3,joy,Uh-huh!,positive
2183,data/MELD.Raw/train_audio/dia228_utt5.mp3,joy,Wow! Cool!,positive
2184,data/MELD.Raw/train_audio/dia228_utt6.mp3,neutral,Was the chord at least right,neutral
2185,data/MELD.Raw/train_audio/dia228_utt7.mp3,anger,No!,negative
2186,data/MELD.Raw/train_audio/dia229_utt0.mp3,neutral,"Well, this has been fun.",neutral
2187,data/MELD.Raw/train_audio/dia229_utt1.mp3,joy,"Yes. Yes, thanks for letting me use your phone... and for saving my life.",positive
2188,data/MELD.Raw/train_audio/dia229_utt2.mp3,neutral,"Well, goodbye Chandler. I had a great blackout.  See ya.",neutral
2189,data/MELD.Raw/train_audio/dia229_utt3.mp3,neutral,"Hi, um, I'm account number 7143457.",neutral
2190,data/MELD.Raw/train_audio/dia229_utt4.mp3,neutral,"And, uh, I don't know if you got any of that, but I would really like a copy of the tape.",neutral
2191,data/MELD.Raw/train_audio/dia230_utt0.mp3,neutral,Were beginning to see a lot of layering of sheer fabrics and colours. For instance a sheer navy blouse over a pink....,neutral
2192,data/MELD.Raw/train_audio/dia230_utt1.mp3,joy,Im really glad we came.  Youre so pretty. I love you.,positive
2193,data/MELD.Raw/train_audio/dia231_utt0.mp3,neutral,"Okay, thats a fire. Oh yeah. Oh yeah.",neutral
2194,data/MELD.Raw/train_audio/dia231_utt1.mp3,neutral,"Excuse me, Im sorry, Im gonna have to call you back, Ive got a Schemp in my office.",neutral
2195,data/MELD.Raw/train_audio/dia231_utt2.mp3,neutral,What are you doing?,neutral
2196,data/MELD.Raw/train_audio/dia231_utt3.mp3,neutral,Im sorry.,neutral
2197,data/MELD.Raw/train_audio/dia231_utt4.mp3,neutral,"But ah, hey, oh, somebodys off the phone, how bout a glass of wine by the fire, I could get it going again.",neutral
2198,data/MELD.Raw/train_audio/dia231_utt5.mp3,neutral,"Ross youre not listening to me, I dont have time to stop.",neutral
2199,data/MELD.Raw/train_audio/dia231_utt6.mp3,neutral,"Come on Rach, you dont have what, ten minutes?",neutral
2200,data/MELD.Raw/train_audio/dia231_utt7.mp3,anger,I dont have ten minutes!!,negative
2201,data/MELD.Raw/train_audio/dia231_utt8.mp3,neutral,"What?  Sophie, does she have ten minutes?",neutral
2202,data/MELD.Raw/train_audio/dia231_utt9.mp3,anger,"Hey, Ross!!! I told you I dont!",negative
2203,data/MELD.Raw/train_audio/dia231_utt10.mp3,sadness,"Dont yell at me okay, this is the most Ive seen you all week.",negative
2204,data/MELD.Raw/train_audio/dia231_utt11.mp3,neutral,"Look, I cannot do this right now, okay, Ive got a deadline, would you just go home, Ill talk to you later.",neutral
2205,data/MELD.Raw/train_audio/dia231_utt12.mp3,neutral,"Yeah, but wait...",neutral
2206,data/MELD.Raw/train_audio/dia231_utt13.mp3,neutral,Good bye!,neutral
2207,data/MELD.Raw/train_audio/dia231_utt14.mp3,neutral,"Actually, thats our three hole punch.",neutral
2208,data/MELD.Raw/train_audio/dia232_utt0.mp3,surprise,Oh yeah? When?,negative
2209,data/MELD.Raw/train_audio/dia232_utt1.mp3,neutral,I'll tell you what.,neutral
2210,data/MELD.Raw/train_audio/dia232_utt2.mp3,neutral,"When we're 40, if neither one of us are married, what do you say you and I get together and have one?",neutral
2211,data/MELD.Raw/train_audio/dia232_utt3.mp3,surprise,Why won't I be married when I'm 40?,negative
2212,data/MELD.Raw/train_audio/dia232_utt4.mp3,neutral,"Oh, no, no. I just meant hypothetically.",neutral
2213,data/MELD.Raw/train_audio/dia232_utt5.mp3,anger,"Ok, hypothetically, why won't I be married when I'm 40?",negative
2214,data/MELD.Raw/train_audio/dia232_utt6.mp3,neutral,"No, no, no.",neutral
2215,data/MELD.Raw/train_audio/dia232_utt7.mp3,anger,What is it? Is there something fundamentally unmarriable about me?,negative
2216,data/MELD.Raw/train_audio/dia232_utt8.mp3,neutral,"Uh, uh.",neutral
2217,data/MELD.Raw/train_audio/dia232_utt9.mp3,surprise,Well?,negative
2218,data/MELD.Raw/train_audio/dia232_utt10.mp3,surprise,Dear God! This parachute is a knapsack!,negative
2219,data/MELD.Raw/train_audio/dia232_utt11.mp3,neutral,Hey.,neutral
2220,data/MELD.Raw/train_audio/dia232_utt12.mp3,surprise,"Hey. Ooh, look at you, dressy-dress.",positive
2221,data/MELD.Raw/train_audio/dia232_utt13.mp3,surprise,Did you go home and change?,negative
2222,data/MELD.Raw/train_audio/dia232_utt14.mp3,neutral,"Yeah, well, it's an important day. I wanna look nice. Um, has uh Dr. Franzblau been by?",neutral
2223,data/MELD.Raw/train_audio/dia232_utt15.mp3,neutral,"No, I haven't seen him.",neutral
2224,data/MELD.Raw/train_audio/dia232_utt16.mp3,surprise,"Well, where is he? He is supposed to be here.  What if the baby needs him?",negative
2225,data/MELD.Raw/train_audio/dia232_utt17.mp3,neutral,"Rachel, what is the deal with you and doctors, anyway? Was, like, your father a doctor?",neutral
2226,data/MELD.Raw/train_audio/dia232_utt18.mp3,neutral,"Yeah, why?",neutral
2227,data/MELD.Raw/train_audio/dia232_utt19.mp3,neutral,No reason.,neutral
2228,data/MELD.Raw/train_audio/dia233_utt0.mp3,joy,I'm the holiday armadillo! I'm a friend of Santa's and he sent me here to wish you  a Merry Christmas!,positive
2229,data/MELD.Raw/train_audio/dia233_utt1.mp3,surprise,"What happened to Santa, Holiday Armadillo?",negative
2230,data/MELD.Raw/train_audio/dia234_utt1.mp3,joy,"Yes! Yes! Please, just give it to me!",positive
2231,data/MELD.Raw/train_audio/dia234_utt2.mp3,neutral,"Yeah, thats her.",neutral
2232,data/MELD.Raw/train_audio/dia234_utt3.mp3,neutral,Thank you.,neutral
2233,data/MELD.Raw/train_audio/dia234_utt4.mp3,surprise,Its unbelievable! I-I cant believe that sign didnt work!,negative
2234,data/MELD.Raw/train_audio/dia234_utt5.mp3,neutral,Yknow what would work?,neutral
2235,data/MELD.Raw/train_audio/dia234_utt6.mp3,anger,Stop making candy!,negative
2236,data/MELD.Raw/train_audio/dia234_utt8.mp3,neutral,You mean they like you.,neutral
2237,data/MELD.Raw/train_audio/dia234_utt9.mp3,neutral,Maybe.,neutral
2238,data/MELD.Raw/train_audio/dia234_utt10.mp3,surprise,Is that why you became a chef? So that people would like you?,negative
2239,data/MELD.Raw/train_audio/dia234_utt11.mp3,anger,"Oh, you really want to talk about getting people to like you huh, funny man?",negative
2240,data/MELD.Raw/train_audio/dia235_utt0.mp3,anger,"We were on the platform, ready to dance the world into the new Millennium, and the guy yelled CUT!",negative
2241,data/MELD.Raw/train_audio/dia235_utt1.mp3,surprise,"Uh, wait, so you guys are telling me you actually did the routine from eighth grade?",negative
